Step,Tactic,Technique ID,Technique Name,Platform,Detection Criteria,Category,ACW,Red Team Activity,Hosts,Users,Detection ID,Detection Description,Log Source,Event Filter,Data Component
Step 6 - Persistence & Lateral Movement: Network Logon Script,Defense Evasion,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification,Windows,`powershell.exe` creates or modifies `scripts.ini` with `0CmdLine=\\testlab.local\SYSVOL\testlab.local\scripts\update.exe` under `C:\Windows\SYSVOL\sysvol\testlab.local\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\User\Scripts\` on DC01 (Sysmon Event 11),Calibrated - Not Benign,High,Attacker writes `scripts.ini` directly into the Default Domain Policy SYSVOL path from the DC01 SYSTEM shell - modifying the live GPO content without using any Group Policy management interface; DFS-R replication propagates the policy file and workstations execute `update.exe` via `userinit.exe` on next logon,DC01,TESTLAB\Administrator,AN0854,"Adversary modifies GPO containers or files under SYSVOL using LDAP, ADSI, PowerShell (e.g., New-GPOImmediateTask) or GUI tools. This includes directory object changes (e.g., gPCFileSysPath), delegation assignments (SeEnableDelegationPrivilege), and SYSVOL file writes (ScheduledTasks.xml, GptTmpl.inf).",WinEventLog:Security,EventCode=5136,Active Directory Object Modification
Step 6 - Persistence & Lateral Movement: Network Logon Script,Defense Evasion,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification,Windows,`powershell.exe` creates or modifies `scripts.ini` with `0CmdLine=\\testlab.local\SYSVOL\testlab.local\scripts\update.exe` under `C:\Windows\SYSVOL\sysvol\testlab.local\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\User\Scripts\` on DC01 (Sysmon Event 11),Calibrated - Not Benign,High,Attacker writes `scripts.ini` directly into the Default Domain Policy SYSVOL path from the DC01 SYSTEM shell - modifying the live GPO content without using any Group Policy management interface; DFS-R replication propagates the policy file and workstations execute `update.exe` via `userinit.exe` on next logon,DC01,TESTLAB\Administrator,AN0854,"Adversary modifies GPO containers or files under SYSVOL using LDAP, ADSI, PowerShell (e.g., New-GPOImmediateTask) or GUI tools. This includes directory object changes (e.g., gPCFileSysPath), delegation assignments (SeEnableDelegationPrivilege), and SYSVOL file writes (ScheduledTasks.xml, GptTmpl.inf).",WinEventLog:Security,"EventCode=4663, 4670, 4656",File Modification
Step 6 - Persistence & Lateral Movement: Network Logon Script,Defense Evasion,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification,Windows,`powershell.exe` creates or modifies `scripts.ini` with `0CmdLine=\\testlab.local\SYSVOL\testlab.local\scripts\update.exe` under `C:\Windows\SYSVOL\sysvol\testlab.local\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\User\Scripts\` on DC01 (Sysmon Event 11),Calibrated - Not Benign,High,Attacker writes `scripts.ini` directly into the Default Domain Policy SYSVOL path from the DC01 SYSTEM shell - modifying the live GPO content without using any Group Policy management interface; DFS-R replication propagates the policy file and workstations execute `update.exe` via `userinit.exe` on next logon,DC01,TESTLAB\Administrator,AN0854,"Adversary modifies GPO containers or files under SYSVOL using LDAP, ADSI, PowerShell (e.g., New-GPOImmediateTask) or GUI tools. This includes directory object changes (e.g., gPCFileSysPath), delegation assignments (SeEnableDelegationPrivilege), and SYSVOL file writes (ScheduledTasks.xml, GptTmpl.inf).",WinEventLog:Security,EventCode=4704,User Account Modification
Step 6 - Persistence & Lateral Movement: Network Logon Script,Defense Evasion,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification,Windows,`powershell.exe` creates or modifies `scripts.ini` with `0CmdLine=\\testlab.local\SYSVOL\testlab.local\scripts\update.exe` under `C:\Windows\SYSVOL\sysvol\testlab.local\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\User\Scripts\` on DC01 (Sysmon Event 11),Calibrated - Not Benign,High,Attacker writes `scripts.ini` directly into the Default Domain Policy SYSVOL path from the DC01 SYSTEM shell - modifying the live GPO content without using any Group Policy management interface; DFS-R replication propagates the policy file and workstations execute `update.exe` via `userinit.exe` on next logon,DC01,TESTLAB\Administrator,AN0854,"Adversary modifies GPO containers or files under SYSVOL using LDAP, ADSI, PowerShell (e.g., New-GPOImmediateTask) or GUI tools. This includes directory object changes (e.g., gPCFileSysPath), delegation assignments (SeEnableDelegationPrivilege), and SYSVOL file writes (ScheduledTasks.xml, GptTmpl.inf).",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 6 - Persistence & Lateral Movement: Network Logon Script,Defense Evasion,T1484.001,Domain or Tenant Policy Modification: Group Policy Modification,Windows,`powershell.exe` creates or modifies `scripts.ini` with `0CmdLine=\\testlab.local\SYSVOL\testlab.local\scripts\update.exe` under `C:\Windows\SYSVOL\sysvol\testlab.local\Policies\{31B2F340-016D-11D2-945F-00C04FB984F9}\User\Scripts\` on DC01 (Sysmon Event 11),Calibrated - Not Benign,High,Attacker writes `scripts.ini` directly into the Default Domain Policy SYSVOL path from the DC01 SYSTEM shell - modifying the live GPO content without using any Group Policy management interface; DFS-R replication propagates the policy file and workstations execute `update.exe` via `userinit.exe` on next logon,DC01,TESTLAB\Administrator,AN0854,"Adversary modifies GPO containers or files under SYSVOL using LDAP, ADSI, PowerShell (e.g., New-GPOImmediateTask) or GUI tools. This includes directory object changes (e.g., gPCFileSysPath), delegation assignments (SeEnableDelegationPrivilege), and SYSVOL file writes (ScheduledTasks.xml, GptTmpl.inf).",WinEventLog:Sysmon,EventCode=11,File Creation
Step 6 - Persistence & Lateral Movement: Network Logon Script,Persistence,T1037.003,Boot or Logon Initialization Scripts: Network Logon Script,Windows,"On WS01: `userinit.exe` spawns `update.exe` (resolved from `\\testlab.local\SYSVOL\testlab.local\scripts\update.exe`) during domain user logon (Sysmon Event 1: `ParentImage = C:\Windows\System32\userinit.exe`, `Image = update.exe`)",Calibrated - Not Benign,High,GPO logon script execution: `userinit.exe` reads `scripts.ini` and launches `update.exe` (dnscat2) in the logged-on user's security context; execution originates from a legitimate Windows process - not from a ghost or injected context,WS01,TESTLAB\<domain user>,AN1034,Correlates Group Policy updates that configure network logon scripts with subsequent remote file execution behaviors triggered by user logons to identify potential persistence or execution chains tied to adversarial manipulation of logon scripts.,WinEventLog:Security,EventCode=5145,Network Share Access
Step 6 - Persistence & Lateral Movement: Network Logon Script,Persistence,T1037.003,Boot or Logon Initialization Scripts: Network Logon Script,Windows,"On WS01: `userinit.exe` spawns `update.exe` (resolved from `\\testlab.local\SYSVOL\testlab.local\scripts\update.exe`) during domain user logon (Sysmon Event 1: `ParentImage = C:\Windows\System32\userinit.exe`, `Image = update.exe`)",Calibrated - Not Benign,High,GPO logon script execution: `userinit.exe` reads `scripts.ini` and launches `update.exe` (dnscat2) in the logged-on user's security context; execution originates from a legitimate Windows process - not from a ghost or injected context,WS01,TESTLAB\<domain user>,AN1034,Correlates Group Policy updates that configure network logon scripts with subsequent remote file execution behaviors triggered by user logons to identify potential persistence or execution chains tied to adversarial manipulation of logon scripts.,WinEventLog:Security,EventCode=4688,Process Creation
Step 6 - Persistence & Lateral Movement: Network Logon Script,Persistence,T1037.003,Boot or Logon Initialization Scripts: Network Logon Script,Windows,"On WS01: `userinit.exe` spawns `update.exe` (resolved from `\\testlab.local\SYSVOL\testlab.local\scripts\update.exe`) during domain user logon (Sysmon Event 1: `ParentImage = C:\Windows\System32\userinit.exe`, `Image = update.exe`)",Calibrated - Not Benign,High,GPO logon script execution: `userinit.exe` reads `scripts.ini` and launches `update.exe` (dnscat2) in the logged-on user's security context; execution originates from a legitimate Windows process - not from a ghost or injected context,WS01,TESTLAB\<domain user>,AN1034,Correlates Group Policy updates that configure network logon scripts with subsequent remote file execution behaviors triggered by user logons to identify potential persistence or execution chains tied to adversarial manipulation of logon scripts.,WinEventLog:System,"EventCode=4016, 5312",Script Execution
Step 7 - Service Creation: Registry-Backed Windows Service Persistence,Persistence,T1543.003,Create or Modify System Process: Windows Service,Windows,"`NtServiceInstaller.exe` creates registry key `HKLM\SYSTEM\CurrentControlSet\Services\CertPolicyCache` on DC01 with `ImagePath = C:\ProgramData\policysync.exe`, `Start = 2`, `Type = 16`, and `ObjectName = LocalSystem`; Sysmon Event IDs 12/13 record service key and value creation",Calibrated - Not Benign,High,`NtServiceInstaller.exe install` creates an auto-start service by writing the service configuration directly to the Services registry hive; the persistent service definition is independently verifiable even when System Event ID 7045 is absent,DC01,TESTLAB\Administrator,AN1527,"Detects creation or modification of Windows Services through command-line tools (e.g., `sc.exe`, `powershell.exe`), Registry key changes under `HKLM\System\CurrentControlSet\Services`, and service execution under SYSTEM with unsigned or anomalous binary paths. Detects privilege escalation via driver installation or `CreateServiceW` usage. Correlates parent-child lineage, startup behavior, and rare service names.",WinEventLog:Security,EventCode=4697,Service Creation
Step 7 - Service Creation: Registry-Backed Windows Service Persistence,Persistence,T1543.003,Create or Modify System Process: Windows Service,Windows,"`NtServiceInstaller.exe` creates registry key `HKLM\SYSTEM\CurrentControlSet\Services\CertPolicyCache` on DC01 with `ImagePath = C:\ProgramData\policysync.exe`, `Start = 2`, `Type = 16`, and `ObjectName = LocalSystem`; Sysmon Event IDs 12/13 record service key and value creation",Calibrated - Not Benign,High,`NtServiceInstaller.exe install` creates an auto-start service by writing the service configuration directly to the Services registry hive; the persistent service definition is independently verifiable even when System Event ID 7045 is absent,DC01,TESTLAB\Administrator,AN1527,"Detects creation or modification of Windows Services through command-line tools (e.g., `sc.exe`, `powershell.exe`), Registry key changes under `HKLM\System\CurrentControlSet\Services`, and service execution under SYSTEM with unsigned or anomalous binary paths. Detects privilege escalation via driver installation or `CreateServiceW` usage. Correlates parent-child lineage, startup behavior, and rare service names.",WinEventLog:Sysmon,EventCode=1,Process Creation
Step 7 - Service Creation: Registry-Backed Windows Service Persistence,Persistence,T1543.003,Create or Modify System Process: Windows Service,Windows,"`NtServiceInstaller.exe` creates registry key `HKLM\SYSTEM\CurrentControlSet\Services\CertPolicyCache` on DC01 with `ImagePath = C:\ProgramData\policysync.exe`, `Start = 2`, `Type = 16`, and `ObjectName = LocalSystem`; Sysmon Event IDs 12/13 record service key and value creation",Calibrated - Not Benign,High,`NtServiceInstaller.exe install` creates an auto-start service by writing the service configuration directly to the Services registry hive; the persistent service definition is independently verifiable even when System Event ID 7045 is absent,DC01,TESTLAB\Administrator,AN1527,"Detects creation or modification of Windows Services through command-line tools (e.g., `sc.exe`, `powershell.exe`), Registry key changes under `HKLM\System\CurrentControlSet\Services`, and service execution under SYSTEM with unsigned or anomalous binary paths. Detects privilege escalation via driver installation or `CreateServiceW` usage. Correlates parent-child lineage, startup behavior, and rare service names.",WinEventLog:Sysmon,"EventCode=13, 14",Windows Registry Key Modification
